Month,DayOfWeek,IsHoliday,Temperature,Humidity,SquareFootArea,Occupancy,HVACUsage,LightingUsage,RenewableEnergy,DailyConsumption_kWh,MonthlyConsumption_kWh
2,0,0,18.9,53.7,2200,6,11.1,4.0,4.6,42.83,1373.59
5,6,0,26.0,46.4,2200,9,6.4,7.5,6.3,47.97,1372.28
9,5,1,30.8,63.7,2800,2,11.0,5.6,0.0,51.24,1510.57
1,1,0,15.8,55.5,1800,4,10.6,5.1,0.0,38.76,1127.78
5,2,0,26.1,67.4,1200,5,9.2,8.6,0.0,41.58,1138.51
9,3,0,25.9,45.2,2800,5,6.5,4.7,0.0,46.68,1395.44
1,5,1,9.7,61.4,2200,1,8.2,3.7,2.9,40.14,1224.18
9,0,0,28.3,45.7,1500,6,14.1,5.8,5.7,51.42,1562.44
8,6,1,28.7,57.6,1800,5,12.3,5.3,0.8,51.28,1511.63
4,4,0,19.7,52.3,1500,6,7.0,4.8,0.0,35.64,979.96
12,6,0,20.1,58.1,1500,4,5.6,7.5,0.0,32.13,932.27
11,1,1,12.4,73.6,1800,6,6.8,3.9,0.0,41.58,1206.48
10,3,0,20.1,49.6,1200,9,5.0,6.4,0.0,37.5,1136.12
5,2,0,30.6,57.7,1800,1,10.3,5.2,1.4,35.54,1040.16
5,6,0,27.4,41.4,1200,6,12.5,5.6,6.8,41.32,1257.11
11,0,0,17.8,60.7,4500,1,6.7,6.8,3.0,44.61,1250.71
12,1,0,16.2,45.7,2200,7,9.8,8.8,0.0,53.02,1617.94
6,0,0,29.7,42.0,3500,4,10.4,5.4,1.2,55.12,1675.42
7,5,0,23.2,49.7,1800,6,6.1,6.9,0.0,40.49,1163.84
8,4,0,27.4,74.3,2800,7,9.9,5.8,1.2,53.9,1583.19
8,2,1,36.2,53.7,1800,5,12.6,5.6,0.0,57.03,1694.85
11,0,0,15.0,79.2,2800,9,9.6,6.6,0.0,59.1,1820.12
2,3,0,13.6,60.1,800,8,7.4,6.1,0.0,41.63,1234.13
9,5,0,23.6,50.4,2800,3,8.2,3.9,1.2,39.17,1188.68
7,5,0,29.6,69.1,2800,1,11.0,7.1,1.0,46.98,1407.78
4,2,0,19.4,57.7,1200,8,8.4,6.5,0.0,40.42,1252.1
4,5,1,24.2,44.8,5000,4,9.1,5.3,0.0,63.47,1910.19
11,3,0,18.9,65.0,2800,7,6.2,4.8,2.0,45.79,1316.37
8,0,0,32.4,49.0,3500,4,11.6,5.8,2.7,58.08,1729.29
4,2,0,17.3,28.6,1200,7,9.7,5.3,8.2,40.96,1272.62
6,5,0,27.4,61.2,1200,1,7.0,5.4,0.8,28.82,877.98
5,5,1,25.0,63.8,1200,1,4.4,4.8,0.0,23.11,637.05
3,3,0,20.1,77.1,5000,2,9.5,4.0,1.8,54.25,1706.31
10,4,0,18.4,62.6,1500,5,5.9,7.9,0.0,38.8,1135.58
11,4,0,22.1,56.3,1800,6,4.8,4.2,4.1,34.04,1061.9
2,6,0,20.4,67.5,800,2,6.6,4.0,0.0,22.65,742.16
9,5,0,21.6,65.2,800,1,5.6,6.1,1.2,20.17,651.91
10,0,0,19.8,77.2,1800,9,2.5,6.4,0.6,36.06,1041.37
9,2,0,23.6,54.5,1200,7,8.6,6.7,4.6,38.0,1188.49
1,5,0,25.8,57.3,4500,8,9.2,6.6,1.0,62.93,1898.17
10,1,0,20.1,48.9,1800,6,4.2,4.5,0.9,31.9,897.15
3,2,1,25.5,61.4,1500,9,7.3,6.9,0.0,48.35,1446.38
8,6,1,23.2,33.9,1500,8,4.6,4.8,0.3,35.99,1034.51
6,4,0,24.5,59.3,2800,4,5.3,7.0,4.6,40.05,1218.93
5,5,0,22.9,57.7,2800,5,5.4,4.0,0.0,42.26,1303.13
5,3,0,22.2,57.7,2800,2,7.4,4.0,3.7,36.97,1159.61
6,1,0,27.7,51.7,2800,1,12.0,4.0,5.3,44.99,1346.13
7,5,0,26.8,69.1,4500,6,6.9,6.1,0.0,58.16,1703.38
1,6,0,10.3,69.8,4500,3,10.9,5.2,0.0,56.29,1634.42
9,0,1,31.2,47.7,5000,4,10.7,5.6,0.0,64.13,1954.27
3,1,1,23.5,47.9,800,1,2.5,4.9,0.0,19.74,635.88
4,6,0,26.3,41.9,4500,6,4.8,5.5,1.0,54.29,1653.21
10,5,0,24.4,64.1,2200,8,11.1,5.1,5.8,52.83,1546.33
1,0,0,14.4,47.3,1500,4,7.0,3.1,8.0,33.58,978.5
11,1,0,15.8,72.3,1500,8,8.5,3.7,0.0,41.53,1220.05
10,0,0,17.7,73.4,2800,3,7.7,4.1,2.5,40.62,1150.9
3,0,0,19.6,44.5,4500,7,2.2,5.2,0.0,49.55,1509.09
2,1,1,9.8,55.3,1200,3,8.0,7.5,0.0,41.73,1245.4
2,1,0,10.6,57.7,5000,6,10.6,4.1,6.8,67.39,2086.04
1,0,0,19.2,69.9,2200,4,4.7,3.8,6.4,29.64,845.36
8,6,0,37.5,71.8,2200,6,10.2,2.9,0.7,50.87,1519.46
3,4,0,19.8,34.8,800,7,4.0,6.5,0.0,29.99,843.55
3,1,0,23.0,51.2,2800,8,4.9,5.5,7.2,42.24,1249.99
6,5,1,27.8,46.8,2200,6,7.0,3.7,1.6,46.05,1417.0
8,2,0,22.9,35.7,3500,4,2.9,5.4,7.8,36.78,1105.9
9,3,0,28.8,49.2,3500,9,10.7,5.0,2.6,64.6,1894.48
9,0,0,28.6,60.1,1800,7,5.5,7.6,4.0,44.65,1272.03
4,0,0,22.3,49.2,2200,9,6.0,4.9,2.3,43.49,1289.62
5,3,0,24.9,32.1,4500,3,5.7,7.8,16.5,43.87,1325.35
2,4,0,19.4,92.0,1200,5,8.6,5.8,0.0,35.54,1103.11
11,3,0,13.6,62.5,800,1,5.8,4.5,0.0,25.28,724.8
9,1,0,22.5,56.3,2800,8,4.9,5.4,0.0,47.38,1386.65
8,3,0,24.4,39.3,1800,1,4.3,5.5,0.0,26.17,880.65
3,0,0,18.4,58.1,1500,1,2.0,4.7,2.8,18.42,551.52
11,3,0,13.1,57.4,3500,7,9.4,4.3,4.4,54.63,1681.81
12,2,0,12.0,37.3,4500,8,8.8,6.7,0.0,64.15,1867.55
9,5,0,22.8,42.2,1800,3,7.0,6.8,8.4,29.85,909.98
3,1,0,16.8,64.5,2800,2,8.9,6.7,0.5,43.05,1324.72
9,3,0,19.3,78.3,1200,7,6.7,5.5,2.8,34.36,1033.4
2,0,0,15.5,61.9,4500,5,6.8,7.1,0.0,55.67,1591.77
12,6,0,20.7,73.2,2800,1,6.6,5.6,0.0,35.79,1032.85
10,5,0,22.6,55.6,5000,2,5.5,4.8,2.0,49.11,1489.83
9,1,0,32.9,54.0,2800,3,11.8,4.5,0.0,50.06,1429.88
8,0,0,34.9,65.6,2800,6,9.4,7.0,0.0,54.01,1734.28
9,4,0,29.5,75.0,1200,1,8.3,2.6,0.7,30.09,953.99
5,2,0,26.3,66.3,2200,8,8.9,7.9,0.0,53.03,1523.08
11,4,0,18.1,46.5,5000,2,11.5,5.4,4.3,56.06,1693.61
11,2,0,21.4,58.5,800,5,4.1,4.6,5.8,25.62,772.01
2,3,0,13.3,60.8,1800,8,5.9,4.7,0.0,41.88,1305.4
8,1,1,20.5,49.4,1500,5,5.7,4.8,3.4,31.82,842.24
12,3,0,17.3,64.7,800,8,5.6,6.9,0.5,33.64,1016.84
6,2,0,23.8,59.8,800,6,8.2,6.1,1.6,36.55,1042.4
8,2,0,24.6,64.5,800,7,7.5,5.0,0.0,36.53,1115.65
11,2,0,18.0,79.6,800,8,4.7,5.0,0.0,32.79,934.76
5,5,0,25.6,46.7,1200,3,8.9,5.8,7.3,31.14,995.81
10,0,0,15.6,41.1,2200,5,11.3,9.6,3.3,46.25,1401.41
2,1,1,15.8,61.8,1200,7,6.0,9.8,0.0,43.22,1215.5
6,3,1,33.3,72.6,1800,9,10.3,7.5,1.4,60.41,1697.47
5,3,0,20.9,44.9,5000,6,1.6,4.4,3.1,43.99,1342.12
12,4,0,20.8,68.2,1500,1,5.3,6.2,0.0,24.42,701.33
12,2,0,8.1,68.3,1200,8,10.5,4.7,0.0,53.03,1616.72
5,6,0,35.5,53.0,1800,6,10.1,5.3,1.2,50.49,1485.01
1,2,0,12.1,59.4,5000,1,8.9,7.1,0.0,58.43,1807.06
2,2,0,15.7,46.4,1800,4,6.0,5.0,6.3,35.63,1114.32
8,6,0,20.4,25.1,2200,6,8.7,5.2,3.9,41.23,1256.34
3,3,0,17.7,41.7,1800,1,6.2,4.3,4.8,30.68,879.93
10,4,0,23.0,52.8,4500,5,4.1,4.3,3.1,43.96,1292.43
3,0,1,17.6,68.2,1800,3,6.9,4.9,0.9,35.75,1060.84
8,6,0,26.4,51.3,1200,7,9.5,6.8,8.0,43.0,1242.76
8,5,0,24.7,46.3,1800,8,8.2,6.8,0.0,44.64,1368.96
2,1,0,20.2,46.8,1200,3,5.2,5.7,5.1,23.66,695.14
8,6,0,29.1,60.4,5000,3,12.0,7.1,2.4,63.7,1902.82
11,0,0,24.9,75.6,4500,3,7.0,2.7,0.0,45.85,1352.09
1,3,0,11.6,72.1,5000,6,5.4,5.7,0.0,55.79,1672.89
6,5,0,27.0,57.3,1800,6,9.0,4.5,0.0,42.85,1293.4
8,5,0,32.6,34.8,800,3,9.2,8.3,10.6,34.9,1022.35
3,5,0,10.7,50.8,1500,6,8.9,5.2,0.0,41.91,1246.65
8,2,0,23.5,75.9,3500,9,8.5,7.0,0.0,60.25,1786.54
12,1,0,20.0,73.5,800,8,5.8,7.3,0.0,33.62,987.76
1,3,0,8.7,40.9,4500,7,9.1,5.1,0.5,64.41,1933.23
11,3,0,9.8,58.7,5000,7,6.9,7.1,0.0,64.61,1823.2
11,5,0,26.4,63.7,4500,8,6.6,7.4,0.0,60.89,1889.82
9,3,0,19.7,45.9,2200,7,6.9,6.9,3.4,39.97,1233.43
11,1,1,18.8,31.6,5000,3,5.5,4.5,6.8,49.24,1484.42
9,1,0,26.3,56.2,1800,8,4.3,3.7,4.0,36.24,1124.88
5,4,0,13.4,41.2,5000,8,9.6,9.0,8.0,70.83,2063.85
10,6,0,20.8,48.1,800,1,7.4,4.7,4.0,23.43,624.3
4,6,0,24.0,48.2,1500,5,8.3,7.0,5.5,37.18,1030.39
11,4,0,19.6,57.7,1800,5,4.6,4.8,2.6,29.47,903.57
6,0,1,33.0,49.9,800,1,9.6,8.2,0.0,35.85,1081.85
12,6,0,13.3,49.4,2800,6,8.8,4.9,3.6,48.06,1457.98
7,1,0,33.2,48.0,1800,6,10.8,5.8,2.4,51.65,1591.61
5,1,0,22.9,29.6,1800,4,7.8,8.9,3.8,41.03,1124.07
11,6,0,11.7,63.1,800,6,6.0,3.2,0.0,27.16,760.74
10,1,1,16.2,23.2,2200,6,10.9,7.4,8.8,52.98,1560.01
9,4,0,19.4,51.5,5000,1,4.1,5.1,0.9,42.76,1312.75
3,5,0,22.5,66.0,2800,5,3.2,6.6,2.8,34.72,1048.3
7,5,0,23.2,38.0,4500,2,0.8,4.7,5.8,35.99,1198.21
10,3,0,23.2,66.1,1800,7,8.1,8.2,2.3,43.18,1246.21
10,5,0,20.8,71.4,5000,9,9.0,4.7,2.7,67.79,2057.2
11,2,0,17.5,20.0,3500,9,5.8,6.0,6.4,50.54,1558.96
5,4,0,32.1,48.9,3500,9,5.8,7.3,0.4,56.61,1764.21
7,1,0,28.0,20.0,4500,7,9.8,4.5,12.6,64.2,1916.77
2,6,0,17.8,56.1,1200,7,4.4,5.9,0.0,33.78,954.8
4,5,0,22.2,52.4,2800,1,7.6,3.6,1.1,34.03,1050.42
2,4,0,14.4,27.7,3500,6,6.1,5.0,4.5,50.98,1542.53
12,5,0,25.4,83.1,1500,5,6.4,9.4,0.0,41.34,1266.1
7,0,0,23.5,54.1,4500,8,7.4,7.8,3.2,60.0,1860.77
2,1,1,20.9,47.3,800,8,6.7,6.8,1.5,36.86,1095.11
11,0,0,21.0,76.9,800,4,6.2,6.0,0.0,27.96,792.06
1,1,1,11.8,37.8,1500,1,11.7,2.8,8.1,36.3,1114.5
9,4,1,33.3,40.2,2800,6,13.1,5.3,0.0,60.62,1832.46
1,3,0,5.7,31.7,3500,1,14.2,6.5,5.1,57.03,1696.62
8,5,0,26.6,74.1,1200,5,7.3,4.8,0.7,38.29,1103.2
2,5,0,9.6,61.5,2800,5,9.6,6.0,3.4,52.56,1592.19
12,2,0,16.9,67.9,2200,3,10.0,3.8,0.1,40.4,1250.54
8,6,0,23.9,56.1,2800,5,5.6,3.9,0.0,39.5,1113.39
3,0,0,19.9,61.9,800,6,5.5,9.0,0.3,32.08,964.38
6,5,0,28.1,50.9,3500,5,8.2,8.7,3.2,55.1,1679.55
3,4,0,15.8,58.3,4500,1,7.5,5.0,0.0,48.4,1533.01
7,3,0,31.7,52.0,3500,7,8.6,4.5,3.1,56.32,1692.61
10,6,0,20.8,50.2,5000,3,4.2,3.9,0.0,47.96,1508.77
9,4,0,21.1,54.4,800,7,7.7,6.3,0.0,33.86,1053.53
2,0,0,27.7,60.8,5000,5,7.2,8.4,0.0,63.26,1936.45
12,2,0,12.9,61.3,1500,3,8.7,4.3,2.5,36.17,1048.85
12,5,0,5.1,42.3,1200,6,10.8,5.9,7.0,43.43,1414.37
5,4,1,22.2,34.5,2800,1,7.7,5.3,0.0,37.82,1137.41
6,6,0,23.2,63.0,2200,6,7.6,8.1,5.3,46.4,1401.16
4,1,0,25.7,48.8,1800,4,6.9,5.8,2.6,37.25,1118.39
4,3,0,23.4,59.5,1800,4,5.9,3.3,0.0,31.86,1011.6
4,6,0,23.8,39.4,4500,5,6.6,6.6,5.3,53.64,1697.34
2,4,0,13.4,39.8,1500,9,6.1,6.2,9.1,41.53,1275.58
4,3,1,20.7,42.4,800,1,4.5,3.8,1.6,20.07,584.83
11,5,0,16.3,56.7,2200,3,8.5,6.9,4.6,40.83,1301.33
1,1,1,13.6,51.3,4500,4,8.8,4.9,7.5,59.57,1730.32
12,2,0,18.8,75.5,1500,2,4.7,5.7,0.0,23.98,688.09
6,6,0,30.4,52.2,1200,9,8.6,6.1,0.0,49.55,1424.05
1,2,0,16.3,81.5,800,7,4.3,5.3,0.4,29.91,880.79
10,1,1,24.2,62.4,1800,1,7.2,3.9,4.2,28.75,907.68
6,3,0,32.9,21.0,1200,9,8.9,6.7,2.8,51.33,1529.86
1,5,0,15.3,72.0,4500,6,11.9,3.8,0.0,61.54,1848.85
6,4,0,30.5,31.9,5000,2,10.0,6.6,8.5,60.36,1827.2
10,1,0,27.3,60.3,800,1,6.0,3.8,3.0,24.3,718.72
8,0,0,25.9,43.2,1200,6,5.5,3.9,2.2,36.06,1031.55
11,3,1,14.1,85.0,2800,7,9.3,7.8,0.0,58.45,1679.07
2,2,0,9.7,74.8,3500,6,11.1,5.7,3.3,61.21,1895.09
2,6,0,15.9,48.6,1200,7,11.2,2.8,2.6,44.06,1293.22
12,1,0,6.7,58.5,4500,6,12.6,5.6,0.0,69.74,2061.35
4,2,0,24.1,55.4,5000,8,7.9,6.7,0.0,67.41,1955.06
11,3,0,17.5,69.7,4500,2,9.9,6.2,0.0,52.86,1579.62
3,2,0,23.1,55.3,5000,9,6.8,4.7,0.0,61.69,1875.12
4,1,0,19.0,40.2,2800,9,6.7,5.0,8.0,48.07,1425.71
12,3,0,14.2,51.4,3500,9,5.6,6.1,0.6,56.33,1705.69
7,0,1,35.0,50.6,2800,7,13.2,7.3,0.0,66.03,1891.97
11,1,1,24.2,74.1,3500,9,7.2,3.9,0.0,55.77,1680.77
1,4,0,10.9,64.5,1500,1,8.8,3.2,2.9,28.91,848.89
6,5,0,29.7,40.7,1800,3,7.0,7.4,3.3,36.2,1021.2
3,1,1,19.3,62.8,5000,2,9.0,7.0,0.0,55.66,1596.97
11,3,0,19.7,54.7,1500,1,8.4,3.7,1.6,29.79,855.02
10,6,0,20.8,68.2,1200,5,4.3,4.9,0.0,27.09,758.05
7,5,1,35.8,81.0,3500,1,11.5,8.3,0.0,59.01,1785.93
10,1,0,13.5,53.2,2800,3,9.8,6.6,2.6,43.63,1328.48
2,0,0,13.2,67.1,1500,6,5.8,5.5,0.0,39.45,1191.23
2,6,0,17.1,48.6,2800,6,8.5,7.3,0.0,49.56,1503.73
4,0,0,24.1,51.2,3500,3,7.8,4.6,0.0,42.59,1207.03
1,4,0,20.1,59.7,2800,4,7.5,5.6,0.0,40.25,1230.36
3,6,0,23.4,52.7,800,7,10.7,5.2,0.0,39.61,1218.3
9,2,0,24.7,84.6,800,6,13.0,6.7,0.0,45.28,1370.73
7,6,0,35.8,47.0,5000,2,12.9,6.3,0.2,66.66,1995.38
7,5,0,26.8,57.7,2800,9,8.3,6.2,1.1,54.25,1594.09
11,6,0,22.2,36.2,1200,6,7.6,6.4,3.5,34.69,1055.94
4,3,0,30.1,57.7,800,2,9.6,6.9,0.0,32.44,956.0
2,3,0,20.5,71.2,1200,7,10.9,6.4,0.0,44.93,1389.43
4,2,0,22.5,46.2,4500,4,6.7,5.7,0.0,53.02,1603.08
6,6,0,27.4,20.0,2200,1,7.1,5.7,6.5,32.26,960.23
11,0,0,11.1,58.9,3500,9,10.1,7.7,4.1,64.41,1916.88
11,0,0,19.4,59.5,3500,8,10.7,4.4,0.0,55.46,1656.66
3,1,0,13.0,63.7,1200,5,6.5,6.1,0.0,36.67,1093.18
1,4,0,10.4,83.5,1800,3,7.8,2.5,0.0,35.27,1054.6
12,5,0,9.7,55.4,1200,4,7.9,5.0,0.0,34.99,991.56
8,4,0,26.9,42.2,3500,3,5.4,8.1,5.8,42.18,1276.14
12,6,0,14.9,46.0,2200,8,5.9,4.6,0.0,45.5,1372.66
5,4,1,27.2,53.0,800,5,9.7,3.1,6.2,34.01,967.28
5,1,0,23.3,56.4,1200,8,7.1,4.4,2.5,37.85,1145.86
11,4,0,22.8,52.8,2800,1,4.0,6.2,0.6,28.14,843.68
4,2,0,21.1,61.8,1800,9,7.4,5.7,0.0,42.81,1246.94
6,1,0,25.4,55.6,3500,3,8.0,3.8,0.0,42.97,1316.38
3,2,1,19.0,55.5,1200,1,8.5,6.9,3.6,26.34,850.46
9,6,0,34.8,44.2,1200,3,8.9,5.9,6.4,36.59,1071.93
5,1,0,27.5,44.9,2800,2,5.5,3.5,7.2,33.64,1013.92
3,6,0,16.4,25.8,4500,7,8.7,5.4,13.5,55.09,1708.9
11,6,0,11.1,62.2,800,4,10.6,8.6,2.6,39.13,1075.24
1,4,0,13.0,59.6,2200,7,6.2,5.2,1.7,42.81,1369.48
10,2,0,23.1,59.8,800,3,7.1,2.8,9.6,20.17,608.72
12,6,0,13.3,66.1,2800,6,7.1,6.3,0.0,47.74,1466.29
6,2,0,21.4,54.6,3500,7,8.1,6.3,0.7,53.88,1539.81
2,2,0,11.2,56.2,2800,7,10.3,7.7,0.0,57.43,1661.48
3,1,0,24.5,55.6,5000,5,9.5,4.9,3.4,60.68,1776.98
1,3,0,20.5,42.5,1500,6,4.5,6.3,2.7,31.93,910.35
9,4,0,22.0,48.0,4500,3,4.9,5.7,0.0,46.86,1300.93
8,6,0,32.0,53.1,1500,4,8.6,5.4,0.0,42.3,1215.4
12,2,0,9.8,51.2,3500,6,8.3,6.1,0.0,59.8,1756.6
2,5,0,21.4,67.8,2200,3,6.9,6.2,0.0,34.02,956.09
12,3,1,16.2,52.1,800,7,5.3,6.5,0.0,34.09,1089.67
11,6,0,22.3,61.9,1800,3,9.4,6.7,0.0,36.69,1129.39
8,5,0,21.2,53.9,5000,9,9.5,2.5,0.0,66.83,1971.8
12,4,0,18.1,69.0,4500,4,9.1,3.2,0.0,55.59,1693.81
9,4,0,26.0,65.8,1500,2,8.5,5.5,0.0,35.37,1076.2
1,2,0,17.8,67.7,1200,6,6.7,5.8,0.0,32.58,899.87
5,2,0,30.1,25.4,5000,9,9.1,4.4,4.9,67.88,2055.74
8,6,0,29.2,66.8,800,2,6.9,4.7,0.0,28.55,837.73
11,1,0,15.3,77.7,5000,4,8.0,4.2,0.0,56.7,1732.08
2,3,0,18.6,51.7,3500,5,7.4,6.4,0.0,51.77,1504.4
4,6,0,21.7,55.3,1200,9,4.6,4.6,5.0,36.48,1118.87
7,3,0,26.1,40.0,2200,7,10.8,6.0,11.0,50.87,1573.41
3,2,0,13.9,31.6,1200,5,8.0,7.0,10.3,35.07,1070.03
12,4,0,8.4,51.1,2200,6,7.7,4.3,0.0,46.33,1309.26
5,2,0,23.7,44.2,3500,9,6.4,3.9,5.2,48.64,1569.84
8,4,0,33.9,48.2,2200,4,8.7,4.3,0.0,44.81,1371.07
12,6,0,15.9,48.5,1200,2,5.8,3.9,0.0,25.85,764.74
10,4,0,19.6,48.7,2200,5,9.6,5.6,0.0,40.73,1249.95
3,2,1,21.6,54.9,2800,7,6.2,3.1,1.6,44.29,1423.75
4,0,0,18.3,43.3,2200,4,8.9,7.8,0.0,45.12,1289.99
9,3,1,26.4,61.5,1200,1,8.4,3.2,0.0,30.59,966.89
7,5,1,29.2,58.8,2800,8,9.4,3.8,5.3,56.24,1679.71
1,4,0,17.5,87.9,2800,5,7.0,5.6,0.0,47.54,1411.92
12,4,0,8.0,73.5,1200,2,9.0,5.0,0.0,34.48,1022.81
4,0,0,18.2,55.4,1800,3,9.4,7.4,0.0,40.34,1116.08
4,6,0,14.6,45.1,3500,5,9.2,5.1,8.7,49.7,1512.62
9,6,0,24.8,58.5,800,4,6.8,5.0,3.1,30.94,818.96
6,6,0,34.4,53.9,800,9,12.0,6.9,0.0,53.07,1568.58
9,5,0,23.7,48.8,2800,9,9.8,7.3,0.0,58.94,1745.58
12,1,1,12.8,69.4,3500,8,9.2,2.9,0.0,60.96,1811.59
6,0,0,32.9,33.2,2200,2,12.7,5.3,5.8,46.42,1295.52
6,5,0,33.7,47.1,4500,5,8.9,8.7,5.1,65.02,1990.67
5,0,0,25.6,57.3,1800,8,5.6,4.9,0.0,38.03,1058.07
5,4,1,29.1,47.2,1500,8,7.7,6.0,2.2,47.25,1375.82
2,3,0,10.2,55.0,3500,7,9.3,7.2,4.6,60.82,1800.07
8,0,0,35.1,50.8,1800,4,13.3,6.1,6.4,54.8,1629.85
8,1,0,38.6,42.5,800,3,10.5,3.7,0.0,36.77,1120.25
11,2,0,20.3,73.4,4500,8,7.0,5.7,0.0,55.9,1677.88
1,5,0,4.6,47.1,2200,8,13.1,3.9,1.4,58.21,1833.2
8,0,0,26.4,56.3,4500,5,8.6,3.9,0.0,56.68,1716.06
5,0,0,28.8,55.6,4500,3,7.4,7.0,0.0,53.35,1612.9
2,1,0,13.2,46.1,2200,5,5.8,6.8,5.0,41.12,1207.69
2,3,0,20.8,58.4,4500,4,8.5,8.1,0.0,54.96,1662.45
6,0,1,31.6,39.1,3500,8,7.1,7.2,3.7,58.56,1734.82
11,0,0,14.8,76.0,1500,2,7.1,5.0,0.0,29.03,849.33
9,3,1,26.1,41.3,1800,8,7.6,4.3,10.7,44.09,1465.38
1,1,0,10.0,51.5,3500,6,11.8,7.7,2.9,62.51,1944.72
12,5,0,14.3,45.3,1800,4,10.0,6.3,5.8,42.78,1244.31
6,5,0,26.4,33.7,2800,3,7.9,6.5,6.3,41.56,1276.01
9,0,0,31.3,74.1,1200,5,11.5,6.4,0.0,46.55,1408.66
8,3,0,38.5,59.0,1200,6,14.1,7.4,0.0,58.72,1731.78
11,0,0,11.6,61.0,1500,1,7.9,2.8,0.0,32.21,1060.09
6,6,0,20.3,42.1,3500,1,5.4,3.3,0.0,33.9,1007.98
3,2,0,16.9,65.9,1500,3,8.7,4.0,0.0,34.77,1105.43
8,5,0,22.1,42.6,1500,2,9.7,5.7,5.2,32.92,957.96
9,6,0,26.2,64.5,1800,1,6.2,4.4,0.0,28.57,906.59
1,4,0,17.4,48.9,2800,8,3.4,7.5,8.0,40.92,1287.71
12,2,0,21.8,52.3,800,1,7.5,5.1,2.0,26.87,762.46
9,0,0,26.9,64.1,2800,8,10.5,9.3,0.0,58.27,1733.32
6,1,0,28.1,60.4,4500,5,8.4,8.1,3.3,59.38,1777.51
6,5,0,20.0,57.2,4500,4,11.6,5.6,2.8,54.05,1695.05
12,4,0,15.2,47.4,2800,8,6.1,3.8,7.1,47.07,1481.99
4,2,0,22.3,47.1,2800,8,4.9,6.8,7.9,44.3,1311.19
1,5,0,16.9,61.2,1500,8,5.7,4.1,5.6,38.59,1140.43
10,3,0,18.8,47.3,1200,3,6.8,3.8,4.4,27.26,828.83
8,1,0,27.0,69.0,3500,8,8.0,5.2,0.0,56.41,1621.59
2,2,0,8.4,28.7,4500,1,8.2,4.5,5.3,51.72,1608.85
12,3,1,4.8,50.7,2800,4,13.1,6.2,8.4,58.06,1702.96
1,6,0,9.0,53.2,2200,5,10.1,6.0,2.4,45.08,1356.78
2,0,0,8.0,23.4,1800,6,7.8,4.1,5.6,42.6,1341.06
1,3,1,15.5,42.6,800,5,8.9,5.1,1.3,38.76,1182.84
1,2,1,11.7,66.8,5000,5,7.9,3.5,0.0,59.39,1763.8
9,2,0,23.6,55.4,1800,5,7.0,6.1,4.6,33.35,954.48
1,6,0,9.6,78.2,1200,9,11.2,3.1,0.0,47.9,1434.53
4,0,1,7.5,71.0,1800,3,12.0,4.9,0.0,48.58,1444.38
10,3,0,28.8,62.7,2200,2,10.2,4.2,0.0,39.04,1289.31
6,3,1,24.4,53.8,1200,2,7.1,6.0,0.0,31.59,911.46
7,0,0,28.1,51.5,3500,8,6.2,4.6,4.5,52.93,1563.96
2,3,0,8.5,25.6,1500,5,9.1,4.2,5.9,38.88,1121.3
6,5,0,33.3,33.3,4500,5,9.7,6.1,0.4,65.41,1950.63
7,0,0,30.6,51.9,1800,6,12.0,6.3,7.2,51.16,1558.29
10,1,0,18.3,64.9,2200,9,5.8,4.3,0.0,41.58,1204.82
10,2,1,20.2,61.0,1500,7,6.6,6.6,0.0,41.64,1265.08
2,1,0,22.6,46.8,2200,5,4.0,9.2,5.5,35.09,998.15
2,5,0,14.7,68.7,5000,5,8.6,4.8,0.0,58.73,1803.86
10,6,0,21.2,75.3,1200,9,6.0,4.1,0.0,37.4,1101.43
7,5,0,25.8,61.9,3500,9,7.2,6.0,1.6,57.92,1722.89
12,4,0,6.5,71.9,4500,2,12.0,3.1,0.0,59.03,1834.21
1,4,0,13.3,52.6,1500,7,6.9,5.3,0.0,41.25,1217.87
8,4,0,30.4,65.4,1800,1,11.6,4.3,0.0,42.66,1297.67
11,0,0,22.9,61.1,1200,4,5.1,6.4,0.0,30.03,932.67
3,3,0,7.9,61.1,5000,2,12.7,2.6,0.0,61.07,1890.65
11,5,0,12.9,63.7,1500,9,5.2,3.5,4.1,40.3,1223.77
6,1,1,26.3,48.5,5000,6,8.2,6.2,1.9,63.23,1882.64
9,6,0,26.0,44.7,3500,4,8.7,6.2,0.0,50.01,1476.81
6,1,0,28.3,49.0,2800,3,7.5,2.1,6.2,39.75,1206.67
9,1,0,25.5,66.8,1500,4,7.9,7.7,0.0,39.31,1145.15
7,1,0,31.8,45.4,3500,2,8.5,6.5,2.4,48.61,1482.61
9,6,0,21.9,65.7,1500,5,7.2,4.5,1.1,33.75,1021.55
2,4,0,19.3,66.3,2800,9,7.0,6.0,0.0,53.25,1544.99
12,1,0,17.0,56.4,4500,6,11.6,2.6,0.0,56.55,1641.22
8,6,0,27.5,69.2,2200,2,5.2,6.3,0.0,34.77,1046.82
8,6,0,36.1,48.2,1500,6,10.9,4.3,0.0,48.72,1448.68
2,3,0,22.1,75.6,2800,9,5.5,5.4,0.0,46.85,1442.21
12,6,0,19.3,65.2,4500,4,6.8,5.2,2.4,50.15,1463.22
4,4,0,8.4,52.3,1500,1,9.5,6.9,9.6,33.69,1043.63
11,1,0,25.1,48.7,2200,2,6.5,5.9,5.3,31.32,973.8
